access,acess,addr:city,addr:country,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,addr:unit,amenity,amenity_1,atm,barrier,bicycle,brand,brand:wikidata,brand:wikipedia,brewery,building:levels,bus,capacity,cuisine,delivery,description,dispensing,drive_through,element_type,email,emergency,entrance,foot,geometry,healthcare,healthcare:speciality,highway,horse,internet_access,internet_access:fee,leisure,level,motor_vehicle,motorcar,motorcycle,name,name:en,name:pt,name:ru,natural,network,note,office,opening_hours,operator,operator:wikidata,operator:wikipedia,osmid,outdoor_seating,parking,payment:cash,payment:credit_cards,payment:debit_cards,phone,public_transport,religion,service:bicycle:repair,shop,short_name,smoking,sport,takeaway,traffic_calming,website,wheelchair,wifi,alt_name,building,building:colour,building:material,building:use,denomination,disused:amenity,fax,food,height,historic,indoor,internet_access:ssid,landuse,library,license_classes,lit,nodes,object,pedestrian,restaurant,roof:colour,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,room,school,self_service,source,square,stars,start_date,surface,tipo,tourism,trailer,university,wikidata,wikipedia,type,ways,fixme,image
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4941787 -3.7429714, -38.4941451 -3.7429807, -38.4941481 -3.7429915, -38.4941817 -3.7429821, -38.4941787 -3.7429714))",,,,,,,,,,,,,,,,,,,,,,,,635673845,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[5995658566, 5995658565, 5995658564, 5995658563, 5995658566]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4941364 -3.7427114, -38.4941005 -3.7425961, -38.4940719 -3.7425042, -38.4940216 -3.7425198, -38.4940092 -3.7424798, -38.4941364 -3.7427114))",,,,,,,,,,,,,,,,,,,,,,,,635673847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5995658572, 5995658562, 5995660705, 5995660706, 5995658579]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4940092 -3.7424798, -38.4939276 -3.7422215, -38.4939843 -3.7422037, -38.4940092 -3.7424798))",,,,,,,,,,,,,,,,,,,,,,,,635673851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5995658579, 2430205275, 5995658578]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4944816 -3.7422165, -38.4945274 -3.7423615, -38.4945019 -3.7423695, -38.494543 -3.7425, -38.4944816 -3.7422165))",,,,,,,,,,,,,,,,,,,,,,,,635673852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2430205255, 5995660709, 5995660710, 5995658552]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4942811 -3.7421083, -38.4943308 -3.7422643, -38.4944816 -3.7422165, -38.4942811 -3.7421083))",,,,,,,,,,,,,,,,,,,,,,,,635673857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5995660707, 2430205274, 2430205255]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1001,,,,Avenida Bezerra de Menezes,São Gerardo,,bank,,,,,CAIXA,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5538793 -3.7336969, -38.5536203 -3.7336514, -38.553548 -3.7340607, -38.553807 -3.7341062, -38.5538793 -3.7336969))",,,,,,,,,,,,Caixa Econômica Federal,,,,,,,,,CAIXA,,,635691334,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[5995777393, 5995777390, 5995777391, 5995777392, 5995777393]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.4980726 -3.7331453, -38.4979705 -3.7331766, -38.4980818 -3.7335373, -38.4981839 -3.7335059, -38.4980726 -3.7331453))",,,,,,,,,,,,Banco Bradesco,,,,,,,,,Banco Bradesco,,,636290044,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[6000485773, 4005764003, 6000485771, 6000485772, 6000485773]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5643833 -3.7727177, -38.5640745 -3.7724775, -38.5639141 -3.7726856, -38.5637935 -3.7728421, -38.5637178 -3.7729402, -38.563647 -3.7730321, -38.5638178 -3.7731649, -38.5643833 -3.7727177))",,,,,,,,,,,,,,,,,,,,,,,,636950792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6005655444, 6005655443, 6005655428, 6005655432, 6005655438, 6005655442, 1904453224]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.596626 -3.8500079, -38.5965773 -3.8498583, -38.5956386 -3.8501658, -38.5961167 -3.8516003, -38.5970601 -3.8513115, -38.596626 -3.8500079))",,,,,,,,,,,,,,,,,,,,,,,,637659557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5010027019, 6011285795, 6011285794, 6011285793, 5010027122]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5552488 -3.8294477, -38.5552049 -3.8293022, -38.5551255 -3.8290393, -38.5551443 -3.8290076, -38.5559841 -3.8287568, -38.5561349 -3.8292747, -38.5562439 -3.82962, -38.5561836 -3.8296384, -38.5553805 -3.8298836, -38.5552783 -3.8295453, -38.5552488 -3.8294477))",,,,,,,,,,,,,,,,,,,,,,,,637668651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011370567, 6011370534, 6011370581, 6011370580, 6011370584, 6011370579, 6011370583, 6011370533, 6011370582, 6011370578]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5559332 -3.8314648, -38.5561414 -3.8314027, -38.5563788 -3.8313312, -38.556375 -3.8313212, -38.5559332 -3.8314648))",,,,,,,,,,,,,,,,,,,,,,,,637668658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011370994, 6011370988, 6011371000, 6011371133]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5556848 -3.8310774, -38.555714 -3.8311695, -38.5558316 -3.8311324, -38.5559332 -3.8314648, -38.5556848 -3.8310774))",,,,,,,,,,,,,,,,,,,,,,,,637668662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011370997, 6011370996, 6011370995, 6011370994]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.556335 -3.8311894, -38.5560823 -3.8312656, -38.5560286 -3.8310879, -38.5559264 -3.8311196, -38.5558942 -3.8310133, -38.556335 -3.8311894))",,,,,,,,,,,,,,,,,,,,,,,,637668690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011371062, 6011371061, 6011371060, 6011371059, 6011371058]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.556674 -3.8312085, -38.5567107 -3.8311975, -38.5567419 -3.8311883, -38.556674 -3.8312085))",,,,,,,,,,,,,,,,,,,,,,,,637668739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011371164, 6011371162, 6011371165]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5564251 -3.8304457, -38.556525 -3.8307787, -38.5566557 -3.8312141, -38.556674 -3.8312085, -38.5564251 -3.8304457))",,,,,,,,,,,,,,,,,,,,,,,,637668741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011371135, 6011371137, 4699760437, 6011371164]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5567419 -3.8311883, -38.5567903 -3.8311734, -38.5568226 -3.8311951, -38.5574107 -3.8309959, -38.5567419 -3.8311883))",,,,,,,,,,,,,,,,,,,,,,,,637668743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011371165, 6011371166, 6011371167, 3807012996]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5570771 -3.8294723, -38.5570517 -3.8294797, -38.5570594 -3.8295064, -38.5570771 -3.8294723))",,,,,,,,,,,,,,,,,,,,,,,,637668778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011371226, 6011371255, 6011371245]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5572011 -3.829436, -38.5570214 -3.8288438, -38.5567336 -3.8289409, -38.55699 -3.8297595, -38.5571207 -3.8297173, -38.5572011 -3.829436))",,,,,,,,,,,,,,,,,,,,,,,,637668785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6011371237, 6011371236, 6011371235, 6011371234, 6011371254]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Eusébio,,,,,,,Avenida Eusébio de Queiroz,Centro,,pharmacy,,,,,,,,,,,,,,,yes,no,way,,,,,"POLYGON ((-38.4534276 -3.8894343, -38.4533365 -3.889164, -38.4532478 -3.8891862, -38.4533459 -3.889468, -38.4534276 -3.8894343))",pharmacy,,,,,,,,,,,Pague Menos,,,,,,,,,Pague Menos,,,638571877,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[6018156418, 6018156419, 6018156420, 6018156421, 6018156418]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5205915 -3.7227737, -38.5205852 -3.7227197, -38.5204055 -3.7227505, -38.5203659 -3.7227573, -38.5203676 -3.7227732, -38.5205915 -3.7227737))",,,,,,,,,,,,,,,,,,,,,,,,638574499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018179001, 6018179000, 6018179135, 6018178999, 6018178998]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5206715 -3.7227789, -38.5206532 -3.722782, -38.5206464 -3.7227414, -38.5205946 -3.7227501, -38.5205983 -3.7227726, -38.5206715 -3.7227789))",,,,,,,,,,,,,,,,,,,,,,,,638574501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018178978, 6018178977, 6018178976, 6018178975, 6018178987]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.520372 -3.7228106, -38.5203991 -3.7229731, -38.5206881 -3.7229245, -38.520372 -3.7228106))",,,,,,,,,,,,,,,,,,,,,,,,638574504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018179002, 6018178986, 6018178985]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5207674 -3.7229793, -38.5207336 -3.722985, -38.5206991 -3.7229908, -38.5207674 -3.7229793))",,,,,,,,,,,,,,,,,,,,,,,,638574626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018178980, 6018179235, 6018178981]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5207246 -3.72277, -38.5207173 -3.722726, -38.5206642 -3.7227349, -38.5206715 -3.7227789, -38.5207246 -3.72277))",,,,,,,,,,,,,,,,,,,,,,,,638574631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018178979, 6018178973, 6018178972, 6018178978]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5208768 -3.722727, -38.5208678 -3.7226731, -38.5207214 -3.7226977, -38.5207303 -3.7227516, -38.5208768 -3.722727))",,,,,,,,,,,,,,,,,,,,,,,,638574632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018178982, 2506360928, 6018178974, 6018178997]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5207563 -3.7229131, -38.5209036 -3.7228883, -38.5208768 -3.722727, -38.5207563 -3.7229131))",,,,,,,,,,,,,,,,,,,,,,,,638577992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6018178984, 6018178983, 6018178982]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,public,,,,,,,,,,,public_bookcase,,,,,,,,,,,,,,"Parceria entre o Instiuto Politizar e Projeto Plantando Bem. surgiu com o objetivo de unir sustentabilidade, educação e incentivar a leitura

Foto O povo: https://www.opovo.com.br/noticiasimages/app/noticia_146418291334/2018/05/09/369062/geladeira-livros-",,,way,,,,,"POLYGON ((-38.5417279 -3.7223904, -38.5417073 -3.7223966, -38.5416808 -3.7224048, -38.5416888 -3.7224318, -38.5417326 -3.7224183, -38.5417279 -3.7223904))",,,,,,,,,,,,Biblioteca Comunitária Geladeira - Plantando o Bem - Jacarecanga,,,,,,,,,Instiuto Politizar e Projeto Plantando Bem,,,638770364,,,,,,,,,,,,,,,,https://www.facebook.com/institutopolitizar/,yes,,,,,,,,,,,,,,,,public,,yes,"[6019827060, 6403882367, 6019827061, 6019827062, 6019827063, 6019827060]",refrigerator,yes,,,,,,,,,,,http://tribunadoceara.uol.com.br/blogs/investe-ce/tag/instituto-politizar-e-do-projeto-plantando-bem/;https://www.opovo.com.br/noticiasimages/app/noticia_146418291334/2018/05/09/369062/geladeira-livros-opovo.jpg,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5464884 -3.8780726, -38.5464041 -3.8779631, -38.5461144 -3.8781852, -38.5461988 -3.8782947, -38.5464884 -3.8780726))",,,,,,,,,,,,,,,,,,,,,,,,639070726,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[6022294561, 6022294558, 6022294559, 6022294560, 6022294561]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,Pague Menos,,,,,,,,,,yes,,way,,,,,"POLYGON ((-38.5662273 -3.7357773, -38.5662568 -3.7356326, -38.5662187 -3.7356247, -38.5662113 -3.7356609, -38.5661752 -3.7356535, -38.5661535 -3.7357601, -38.5662273 -3.7357773))",pharmacy,,,,,,,0,,,,Pague Menos,,,,,,,,,,,,640692083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,"[6035422009, 479233994, 6035422008, 6035422007, 6035422006, 6035422005, 6035422009]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5654265 -3.7346347, -38.5654143 -3.7346392, -38.5654076 -3.7346733, -38.5654265 -3.7346347))",,,,,,,,,,,,,,,,,,,,,,,,640711619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037320714, 479234910, 6037320712]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,Pague Menos,,,,,,,,,,yes,,way,,,,,"POLYGON ((-38.5663338 -3.734322, -38.5663238 -3.7343258, -38.5663147 -3.7344055, -38.566424 -3.7344248, -38.5664543 -3.7342867, -38.56645 -3.7342773, -38.5663338 -3.734322))",pharmacy,,,,,,,0,,,,Pague Menos,,,,,,,,,,,,640711641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,"[6037242503, 6037242501, 6035592530, 6035592529, 6035592543, 6035592544, 6037242503]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5656155 -3.7345827, -38.5655866 -3.7345935, -38.5656541 -3.7347165, -38.5656155 -3.7345827))",,,,,,,,,,,,,,,,,,,,,,,,640954260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037320711, 6037320710, 6037242345]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5667093 -3.7347826, -38.5666658 -3.7347622, -38.5666328 -3.7347663, -38.5667093 -3.7347826))",,,,,,,,,,,,,,,,,,,,,,,,641025231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037870000, 6037870005, 6037870004]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5666135 -3.7343121, -38.5666889 -3.7343091, -38.5666906 -3.7343435, -38.5666135 -3.7343121))",,,,,,,,,,,,,,,,,,,,,,,,641025244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037870020, 6037870023, 6037870019]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5654029 -3.7346968, -38.5654619 -3.7347049, -38.5654511 -3.734765, -38.5654175 -3.7347596, -38.5653844 -3.7349574, -38.5654029 -3.7346968))",,,,,,,,,,,,,,,,,,,,,,,,641025270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869888, 6037869887, 6037869886, 6037869885, 6037869884]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5656286 -3.7347198, -38.5655539 -3.7347468, -38.5655701 -3.7346516, -38.5655494 -3.7345898, -38.5656286 -3.7347198))",,,,,,,,,,,,,,,,,,,,,,,,641025271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869899, 6037869891, 6037869890, 6037869889]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5656081 -3.7348545, -38.5655324 -3.7348413, -38.5655135 -3.7349818, -38.5656081 -3.7348545))",,,,,,,,,,,,,,,,,,,,,,,,641025272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869893, 6037869892, 6037869896]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5666349 -3.7348487, -38.5667152 -3.7348647, -38.5667146 -3.7348514, -38.5666349 -3.7348487))",,,,,,,,,,,,,,,,,,,,,,,,641025319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869969, 6037869970, 6037869978]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5671784 -3.7347706, -38.56718 -3.7348435, -38.5672234 -3.73484, -38.5671784 -3.7347706))",,,,,,,,,,,,,,,,,,,,,,,,641025324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869981, 6037869983, 6037869982]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5671322 -3.7347713, -38.567133 -3.7347982, -38.5670743 -3.7348005, -38.5671322 -3.7347713))",,,,,,,,,,,,,,,,,,,,,,,,641025341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869980, 6037870007, 6037869987]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5671307 -3.7347233, -38.5671774 -3.7347226, -38.5671784 -3.7347706, -38.5671307 -3.7347233))",,,,,,,,,,,,,,,,,,,,,,,,641025353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037869985, 6037869984, 6037869981]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5671268 -3.734547, -38.5671283 -3.7346206, -38.5671788 -3.7346186, -38.5671788 -3.7345761, -38.5672169 -3.7345755, -38.5671268 -3.734547))",,,,,,,,,,,,,,,,,,,,,,,,641025372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037870040, 6037870053, 6037870052, 6037870051, 6037870050]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.566725 -3.734201, -38.5666781 -3.7342119, -38.5666815 -3.7342872, -38.566725 -3.734201))",,,,,,,,,,,,,,,,,,,,,,,,641025393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037870033, 6037870034, 6037870055]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5670069 -3.7342727, -38.5670069 -3.7341958, -38.5669665 -3.7341976, -38.5670069 -3.7342727))",,,,,,,,,,,,,,,,,,,,,,,,641025394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6037870039, 6037870038, 6037870026]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortelaza,,,1355,,60.450-000,,Avenida Engenheiro Humberto Monte,Parquelândia,,school,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5625069 -3.7478963, -38.5620469 -3.7474513, -38.5616115 -3.7479669, -38.5620362 -3.7483766, -38.5625069 -3.7478963))",,,,,,,,,,,,Colégio Christus Parquelândia I,,,,,,,,,,,,642670132,,,,,,+ 55 (85) 3499.1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6049644232, 6049644233, 6049644234, 6049644235, 6049644232]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5375131 -3.8140125, -38.5383077 -3.8134644, -38.5383077 -3.8134317, -38.5379856 -3.8129838, -38.5375131 -3.8140125))",,,,,,,,,,,,,,,,,,,,,,,,646400410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6073625847, 6073625845, 6073625852, 6073625848]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5379856 -3.8129838, -38.5376064 -3.8124564, -38.5365173 -3.8132279, -38.5368936 -3.8137525, -38.5379856 -3.8129838))",,,,,,,,,,,,,,,,,,,,,,,,646400413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6073625848, 6073625851, 6073625850, 6073625849]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,101,,,,Avenida Duque de Caixas,Centro,,university,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5256384 -3.7332006, -38.5246735 -3.7335291, -38.5246345 -3.7336253, -38.5244541 -3.7345535, -38.5259557 -3.7340564, -38.5259809 -3.7339987, -38.5257506 -3.7332796, -38.5256384 -3.7332006))",,,,,,,,,,,,Centro Universitário Estácio do Ceará,,,,,,,,,Estácio,,,646969955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6077012309, 6077012310, 6077012311, 6077012312, 6077012313, 6077012314, 6077012315, 6077012309]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.568464 -3.7397483, -38.5685036 -3.7397806, -38.5685343 -3.7397422, -38.568464 -3.7397483))",,,,,,,,,,,,,,,,,,,,,,,,647299949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5626829559, 5626829560, 5626829561]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Eusébio,,,,,,,Avenida Eusébio de Queiroz,Centro,,pharmacy,,,,,,,,,,,,,,,yes,no,way,,,,,"POLYGON ((-38.4532818 -3.889472, -38.4532652 -3.8894289, -38.4531905 -3.8894612, -38.4532059 -3.8895058, -38.4532818 -3.889472))",pharmacy,,,,,,,,,,,Fortfarma,,,,,,,,,,,,648620920,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[6089210205, 6089210206, 6089210207, 6089210208, 6089210205]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,355,,60110-140,,Rua Nogueira Acioli,Centro,,restaurant,,,,,,,,,,,,regional,,,,,way,,,,,"POLYGON ((-38.5158792 -3.7270207, -38.5158876 -3.7270483, -38.5157947 -3.7270763, -38.5157861 -3.7270484, -38.5158792 -3.7270207))",,,,,,,,,,,,Restaurante Zé Rodrigues,,,,,,,,Mo-Sa 09:30-15:45,,,,651546987,no,,,,,+55 85 3231 9603,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[6109547373, 6109549189, 6109549190, 6109549188, 6109547373]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5693601 -3.7385523, -38.5693129 -3.7386455, -38.5692099 -3.7388449, -38.5691494 -3.7388975, -38.5691529 -3.7389435, -38.5692679 -3.7400279, -38.5692917 -3.7403291, -38.5693601 -3.7385523))",,,,,,,,,,,,,,,,,,,,,,,,651617287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6110064684, 5729125375, 1895711078, 3921109989, 2506294642, 6110206322, 6110206229]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5711483 -3.7371121, -38.5711505 -3.7371512, -38.5711563 -3.7372541, -38.5711483 -3.7371121))",,,,,,,,,,,,,,,,,,,,,,,,651617288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1895711056, 6110206373, 6110206359]",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,,,,,Avenida Mister Hull,Presidente Kennedy,,cafe,,,,,,,,,,,,,,,,,way,,,,,"POLYGON ((-38.5729671 -3.7367708, -38.5729249 -3.7367668, -38.5729189 -3.7368378, -38.5729611 -3.7368411, -38.5729671 -3.7367708))",,,,,wlan,,,,,,,Delicias de Trigo,,,,,,,,,,,,653067239,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,"[6120863648, 6120863649, 6120863650, 6120863651, 6120863648]",,,,,,,,,,,,,,,,,,,,,,,,,,,
